201040703003,TX330108,0
201040703026,TX330981,0
201140703001,02010502,0
201140703001,02010506,0
201140703002,02010502,0
201140703002,TX330057,0
201140703022,02010501,0
201140703022,02010506,0
201140703024,02010502,0
201140703025,02010501,0
201140703025,02010506,0
200940703053,00030111,0
200940703053,02010502,0
200940703053,02010506,0
200940703053,02020305,0
200940703053,07000201,0
200940703053,07000217,0
200940703053,TX000101,0
200940703053,TX040403,0
201040703065,TX330106,0
201140703032,02010502,0
201140703033,02010502,0
201140703038,TX330981,0
201140703041,07000201,0
201140703046,TX330980,0
201140703048,07000242,0
201140703048,TX330093,0
201140703057,02010505,0
201140703057,02010506,0
201040703026,02010506,2
201140703001,07000201,2
201040703065,02010502,6
201140703022,07000201,10
201140703002,02010501,11
201040703003,07000201,12
201140703022,06040503,13
201140703032,07000202,13
201140703017,02010502,14
201140703019,02010506,15
201140703024,07000201,15
201140703025,02010505,15
200940703053,06040520,15
201140703024,02010505,16
201140703044,02010506,17
201140703002,02010506,18
201140703022,02010505,18
201140703022,07000217,18
201140703024,02010506,18
200940703053,02020107,18
201140703050,02010506,18
201140703032,02010506,19
201140703002,06040503,20
201140703024,06040503,20
201140703009,02010501,21
201140703033,06040503,21
201040703003,02010502,22
201140703001,06040503,22
201140703024,07000105,22
200940703053,07000105,22
201140703032,02010505,22
201140703032,06040503,22
201140703001,02010505,23
201140703002,07000201,23
201140703025,06040503,23
201140703048,06040503,23
201040703026,07000201,24
201140703009,06040503,24
201140703019,06040503,24
201140703050,06040503,24
200940703053,15060144,25
201140703044,07000105,25
201040703003,06040503,26
201140703011,06040503,26
201140703026,07000201,26
201040703065,02010501,26
201140703032,07000105,26
201140703032,07000217,26
201140703032,07000301,26
201040703026,02010502,27
201040703026,07000104,27
201040703026,07000203,27
201140703011,02010501,27
201140703017,06040503,27
201040703065,06040503,27
201140703009,02010505,28
201140703025,02010502,28
201040703065,07000301,28
201140703057,06040503,28
201040703003,02010505,29
201040703003,07000217,29
201140703024,07000217,29
201140703060,06040503,29
201140703060,07000301,29
201040703003,07000105,30
201040703026,07000202,30
201140703011,02010505,30
201140703046,02010502,30
201140703046,06040503,30
201140703049,06040503,30
201140703060,07000201,30
201040703026,07000301,31
201140703011,02010502,31
201040703065,02010505,31
201140703041,02010502,31
201140703010,06040503,33
201140703024,02010501,33
201140703019,02010505,34
201140703023,S1000007,34
201140703041,06040503,34
201140703046,02010501,34
201040703003,07000301,35
201140703060,02010505,35
201040703026,07000105,36
201140703033,02010505,36
201140703044,02010505,36
201140703002,07000105,37
201140703026,02010501,37
201140703006,06040503,38
201140703027,02010505,38
200940703053,0001011A,38
201140703041,07000105,38
201140703048,07000105,38
201140703050,02010505,38
201040703003,02020106,39
201040703003,07000203,39
201140703032,07000203,39
201040703003,07000202,40
201140703002,TX330980,40
201140703044,06040503,40
201140703057,0001031A,40
201140703011,02010506,41
201140703023,02010505,42
201140703024,07000314,42
201140703038,07000201,42
201140703041,07000218,42
201140703047,02010502,42
201140703049,02010502,42
201140703019,02010501,43
201140703019,02010502,43
201140703022,07000314,43
201140703026,02010506,43
201140703029,02010506,43
201140703048,07000202,43
201040703003,02020107,44
201040703026,15060143,44
201140703023,S1000021,44
200940703053,15060143,44
201140703038,07000301,44
201040703003,02010506,45
201140703008,06040503,45
201140703023,07000301,45
201140703038,06040503,45
201140703047,07000105,45
201140703060,07000105,45
201140703026,06040503,46
201040703065,07000105,46
201140703048,02010502,46
201140703048,07000217,46
201140703060,07000202,46
201140703025,07000314,47
201140703032,07000218,47
201140703038,07000202,47
201140703044,07000217,47
201140703049,02010505,47
201140703060,07000217,47
201140703008,02010501,48
201140703009,02010502,48
201140703009,07000201,48
201140703011,07000201,48
201140703016,02010505,48
201140703025,07000201,48
201140703032,02010501,48
201140703041,07000217,48
201140703001,07000217,49
201140703026,02010505,49
201140703047,02010506,49
201140703047,07000201,49
201140703049,02010506,49
201140703057,07000202,49
201140703010,02010506,50
201140703011,07000301,50
201140703035,02010506,50
201140703037,02010501,50
201140703037,02010505,50
201140703048,0001013B,50
201140703057,02010502,50
201040703003,15060143,51
201040703026,07000217,51
201140703017,07000314,51
201140703027,02010506,51
201140703035,07000201,51
201140703052,07000105,51
201040703003,07000101,52
201040703026,15060141,52
201140703004,S1000021,52
201140703023,02010506,52
201140703023,S1000004,52
200940703053,0001021A,52
201040703026,0001041A,53
201140703038,02010506,53
201140703038,07000217,53
201140703050,07000217,53
201140703019,07000217,54
201040703065,02020107,54
200940703053,15060142,55
201140703044,0001013B,56
201140703010,TX330018,57
201140703006,15060142,58
201040703003,0001013B,60
